title,imdb_id
Henry: Portrait of a Serial Killer,tt0099763
Hercules,tt1267297
Here,tt18272208
Hereditary,tt7784604
Hero,tt0299977
Hey Good Lookin',tt0084070
Hidden Figures,tt4846340
High and Low,tt0057565
High Art,tt0139362
High Flying Bird,tt8128188
High Life,tt4827558
High Noon,tt0044706
High School Musical,tt0475293
High Sierra,tt0033717
Highlander,tt0091203
His Girl Friday,tt0032599
History of the World: Part I,tt0082517
Hitch,tt0386588
Hitched for the Holidays,tt2256703
Hitman Hart: Wrestling with Shadows,tt0179218
Hobo with a Shotgun,tt1640459
Holiday Affair,tt0041473
Holiday Heart,tt0250425
Holidays,tt4419364
Hombre,tt0061770
Home Alone,tt0099785
Home for the Holidays,tt0113321
Home from the Hill,tt0053917
Homeward Bound: The Incredible Journey,tt0107131
"Honey, I Shrunk the Kids",tt0097523
Hook,tt0102057
Hoop Dreams,tt0110057
Hoosiers,tt0091217
Host,tt12749596
House,tt0076162
House of Frankenstein,tt0036931
House of Wax,tt0397065
House on Haunted Hill (1959),tt0051744
House on the Edge of the Park,tt0080503
How Stella Got Her Groove Back,tt0120703
How to Succeed in Business Without Really Trying,tt0061791
Howard the Duck,tt0091225
Howards End,tt0104454
Hubie Halloween,tt10682266
Hud,tt0057163
Hudson Hawk,tt0102070
Hugo,tt0970179
Human Nature,tt0219822
Humpday,tt1334537
Hundreds of Beavers,tt12818328
Hustle,tt8009428
I Am a Fugitive from a Chain Gang,tt0023042
I Am Legend,tt0480249
I Declare War,tt2133239
I Know Who Killed Me,tt0897361
I Live in Fear (Record of a Living Being),tt0048198
I Married a Strange Person!,tt0119346
I Married a Witch,tt0034881
I Saw the Devil,tt1588170
I Saw the TV Glow,tt15574270
I Walked with a Zombie,tt0036027
Idiocracy,tt0387808
Idle Hands,tt0138510
If Beale Street Could Talk,tt7125860
Ikiru,tt0044741
I'm Not There,tt0368794
I'm Thinking of Ending Things,tt7939766
Imagine,tt0172586
Imitation of Life,tt0052918
In a Lonely Place,tt0042593
In Bruges,tt0780536
In Fabric,tt7464188
In My Skin,tt8594528
In Paris,tt0769508
In Search of the Castaways,tt0056095
In the Bedroom,tt0247425
In the Bleak Midwinter,tt0113403
In the Cut,tt0199626
In the Loop,tt1226774
In the Mood for Love,tt0118694
In the Summers,tt24805832
Inception,tt1375666
Incredibles 2,tt3606756
Indecent Proposal,tt0107211
Independence Day,tt0116629
Indiana Jones and the Kingdom of the Crystal Skull,tt0367882
Indiana Jones and the Last Crusade,tt0097576
Indiana Jones and the Temple of Doom,tt0087469
Inglourious Basterds,tt0361748
Ingrid Goes West,tt5962210
Inherent Vice,tt1791528
Innerspace,tt0093260
Insiang (Philippines),tt0077740
Inside,tt14781036
Inside Llewyn Davis,tt2042568
Inside Man,tt10948716
Inside Out,tt2096673
Insidious,tt1591095
Intermission,tt0332658
Interstellar,tt0816692
Interview with the Vampire,tt0110148
Intolerable Cruelty,tt0138524
Invasion of the Body Snatchers,tt0077745
Invasion U.S.A.,tt0089348
Ip Man 4: The Finale,tt2076298
Irma Vep,tt13649314
Iron Man,tt0371746
Iron Man 2,tt1228705
Iron Man 3,tt1300854
Irréversible,tt0290673
Island of Death,tt0188527
It,tt0018033
It Follows,tt3235888
It Happened One Night,tt0025316
It: Chapter One,tt1396484
It's a Mad Mad Mad Mad World,tt0057193
It's a Wonderful Life,tt0038650
Jack,tt0116669
Jack and Jill,tt0810913
Jackass Forever,tt11466222
Jackass Number Two,tt0493430
Jackass: The Movie,tt0322802
Jackie,tt1619029
Jackie Brown,tt0119396
Jamaica Inn,tt0031505
Jason and the Argonauts,tt0057197
Jason Goes to Hell: The Final Friday,tt0107254
Jason X,tt0211443
Jaws,tt0073195
Jennifer's Body,tt1131734
Jerry Maguire,tt0116695
Jigoku,tt0154683
Jigsaw,tt3348730
Jinnah,tt0183306
Joe Dirt,tt0245686
Joe Versus the Volcano,tt0099892
John Wick,tt2911666
John Wick: Chapter 2,tt4425200
Johnny Dangerously,tt0087507
Johnny Guitar,tt0047136
Josie and the Pussycats,tt0236348
Journey to the Center of Time,tt0061850
Judge Dredd,tt0113492
Jules,tt15428940
Jules and Jim,tt0055032
Julius Caesar,tt0045943
Jumanji,tt0113497
Jumanji: Welcome to the Jungle,tt2283362
Jumpin' Jack Flash,tt0091306
Jumping the Broom,tt1640484
Junebug,tt0418773
Jungle Cruise,tt0870154
Junior Bonner,tt0068786
Juno,tt0467406
Jurassic Park,tt0107290
Jurassic Park III,tt0163025
Jurassic World: Fallen Kingdom,tt4881806
Kagemusha,tt0080979
Kajillionaire,tt8143990
Kenny & Company,tt0074739
Kickboxer,tt0097659
Kidnapped,tt14137416
Kids in the Hall: Brain Candy,tt0116768
Kiki's Delivery Service,tt0097814
Kill Bill: Vol. 1,tt0266697
Killer Crocodile,tt0143338
Killers of the Flower Moon,tt5537002
Killing Them Softly,tt1764234
Kimi,tt14128670
King Kong,tt0024216
King Kong vs. Godzilla,tt0056142
King Lear,tt7473890
Kingdom of the Planet of the Apes,tt11389872
Kinsey,tt0362269
Kiss Kiss Bang Bang,tt0373469
Kiss Me Deadly,tt0048261
Kiss Me Kate,tt0045963
Kiss of Death,tt0039536
Knights of the Round Table,tt0045966
Knives Out,tt8946378
Knock Knock,tt3605418
Knocked Up,tt0478311
Koyaanisqatsi,tt0085809
Krampus,tt3850590
Kraven the Hunter,tt8790086
Kubo and the Two Strings,tt4302938
Kumiko The Treasure Hunter,tt3263614
Kundun,tt0119485
Kung Fu Master!,tt0093371
L.A. Confidential,tt0119488
La Bûche,tt0211286
Labyrinth,tt0091369
"Ladies and Gentlemen, the Fabulous Stains",tt0082639
Lady Bird,tt4925292
Lady in the Water,tt0452637
Lady in White,tt0095484
Lady Snowblood,tt0158714
Laggies,tt2034031
Lake Placid,tt0139414
Lamb,tt9812474
Lancelot du Lac,tt0071737
Lara Croft: Tomb Raider,tt0146316
Lars and the Real Girl,tt0805564
Last Action Hero,tt0107362
Last Night,tt1294688
Last Night in Soho,tt9639470
"Late August, Early September",tt0167925
Law of Desire,tt0093412
Lawrence of Arabia,tt0056172
Le Bonheur,tt0058985
Leaving Las Vegas,tt0113627
Legend,tt3569230
Legend of the Red Dragon,tt0110054
Léon: The Professional,tt0110413
Les Amants du Pont-Neuf,tt0101318
Les Misérables,tt1707386
Let Him Go,tt9340860
Let the Sunshine In,tt6423776
Let Them All Talk,tt10808832
Lethal Weapon 2,tt0097733
Letters from Iwo Jima,tt0498380
Leviathan,tt0097737
Licence to Kill,tt0097742
Licorice Pizza,tt11271038
Life is Sweet,tt0100024
Life of Brian,tt0079470
Life of Crime,tt1663207
Lifeboat,tt0037017
Lifeforce,tt0089489
Lilo & Stitch,tt0275847
Limbo,tt21833834
Limite (Brazil),tt0022080
Lincoln,tt0443272
Lionheart,tt0100029
Lisa,tt0100031
Little Shop of Horrors,tt0091419
Little Women,tt0110367
Live and Let Die,tt0070328
Logan,tt3315342
Logan Lucky,tt5439796
Loki,tt9140554
Long Shot,tt2139881
Long Weekend,tt11020728
Look Who's Talking,tt0097778
Looker,tt0082677
Looking for Alibrandi,tt0217629
Looper,tt1276104
Lord of the Flies (1963),tt0057261
Lords of Chaos,tt4669296
Lost in Space,tt5232792
Lost in Translation,tt0335266
Lost Souls,tt0160484
Love & Basketball,tt0199725
Love & Friendship,tt3068194
Love Actually,tt0314331
Love at the Thanksgiving Day Parade,tt2415496
Love in the Afternoon,tt0050658
Love on the Run,tt0078771
Love Streams,tt0087644
Love with the Proper Stranger,tt0057263
"Love, Simon",tt5164432
Lovely & Amazing,tt0258273
Lucas,tt0091445
Lucky Numbers,tt0219952
Mac and Me,tt0095560
Macbeth,tt0067372
MacGruber,tt11621710
Mad Max,tt0079501
Mad Max: Fury Road,tt1392190
Made in America,tt0107478
Maestro,tt5535276
Magic Mike XXL,tt2268016
Magical Mystery Tour,tt0061937
Magnolia,tt0175880
Major League,tt0097815
Malcolm X,tt0104797
Malice,tt0107497
Malignant,tt3811906
Mamma Mia! Here We Go Again,tt6911608
Man Bites Dog,tt0103905
Man of Steel,tt0770828
Man of the West,tt0051899
Man on Fire,tt0328107
Mandy,tt6998518
Mangrove,tt1826747
Manhunter,tt0091474
Maniac,tt5580146
Manifest Destiny,tt4468892
Mank,tt10618286
Marathon Man,tt0074860
Marie Antoinette,tt0422720
Marnie,tt0058329
Marriage Story,tt7653254
Mary and Max,tt0978762
Mary Poppins,tt0058331
Mass,tt11389748
Matador,tt0091495
Matchstick Men,tt0325805
Matewan,tt0093509
Maurice,tt0093512
Mauvais Sang,tt0091497
Maximum Overdrive,tt0091499
May December,tt13651794
McCabe & Mrs. Miller,tt0067411
Me and You and Everyone We Know,tt0415978
Mean Girls,tt0377092
Mean Streets,tt0070379
Meek’s Cutoff,tt1518812
Meet Me in St. Louis,tt0037059
Meet the Robinsons,tt0396555
Megalopolis,tt10128846
Melancholia,tt1527186
Memento,tt0209144
Memories of Murder,tt0353969
Men in Black,tt0119654
Men in Black 3,tt1409024
Mermaids,tt0100140
Metallica: Some Kind of Monster,tt0387412
Metropolis,tt0017136
Metropolitan,tt0100142
Miami Blues,tt0100143
Miami Vice,tt0086759
Michael Clayton,tt0465538
Mickey,tt0277895
Mickey's Christmas Carol,tt0085936
Midsommar,tt8772262
Mighty Joe Young,tt0120751
Mildred Pierce,tt1492030
Miller's Crossing,tt0100150
Minari,tt10633456
Minority Report,tt0181689
Miracle on 34th Street,tt0110527
"Mirror, Mirror",tt0117058
Misery,tt0100157
Mishima: A Life in Four Chapters,tt0089603
Miss Julie,tt2667960
Miss Juneteenth,tt11394158
Mission: Impossible,tt0117060
Mission: Impossible – Dead Reckoning Part One,tt9603212
Mission: Impossible – Fallout,tt4912910
Mission: Impossible – Ghost Protocol,tt1229238
Mission: Impossible – Rogue Nation,tt2381249
Mississippi Masala,tt0102456
Mississippi Mermaid,tt0064990
Mistress America,tt2872462
Moana,tt3521164
Molly's Game,tt4209788
Mom and Dad,tt5462326
Mommie Dearest,tt0082766
Moneyball,tt1210166
Monkey Shines,tt0095652
Monster,tt0340855
Monsters University,tt1453405
"Monsters, Inc.",tt0198781
Monty Python and the Holy Grail,tt0071853
Monty Python's The Meaning of Life,tt0085959
Mooch,tt0284316
Moon Knight,tt10234724
Moonlight,tt4975722
Moonraker,tt0079574
Moonrise Kingdom,tt1748122
Moonstruck,tt0093565
Mortal Kombat,tt0113855
Morvern Callar,tt0300214
Mother,tt1216496
mother!,tt5109784
Moulin Rouge!,tt0203009
Movie 43,tt1333125
Mr. 3000,tt0339412
Mr. Deeds,tt0280590
Mr. Majestyk,tt0071866
Mr. Mike’s Mondo Video,tt0079583
Mr. Smith Goes to Washington,tt0031679
Mrs Brown,tt0119280
Mrs. Doubtfire,tt0107614
Ms. Marvel,tt10857164
Much Ado About Nothing,tt0107616
Mulan,tt4566758
Mulholland Drive,tt0166924
Multiple Maniacs,tt0067454
Munich,tt0408306
Muppet*Vision 3-D,tt0102481
Muppets Most Wanted,tt2281587
Mur Murs,tt0081204
Murder by Numbers,tt0264935
Murder on the Orient Express (1974),tt0071877
"Murder, She Said",tt0055205
Muscle,tt0095472
My Best Friend's Wedding,tt0119738
My Bloody Valentine,tt0082782
My Bloody Valentine 3D,tt1179891
My Cousin Vinny,tt0104952
My Effortless Brilliance,tt1183684
My Fair Lady,tt0058385
My Little Eye,tt0280969
My Man Godfrey,tt0028010
My Night at Maud's,tt0064612
My Old Ass,tt18559464
My Super Psycho Sweet 16,tt1488584
Myra Breckinridge,tt0066115
Mysterious Island,tt0055207
Naked Lunch,tt0102511
Nashville,tt2281375
National Treasure,tt0368891
National Velvet,tt0037120
Near Dark,tt0093605
Needful Things,tt0107665
Network,tt0074958
Never Rarely Sometimes Always,tt7772582
Never Say Never Again,tt0086006
New Jack City,tt0102526
New Nightmare,tt0111686
"New York, New York",tt0076451
Newsies,tt0104990
Night Moves,tt0073453
Night of the Comet,tt0087799
Night of the Demon,tt0081229
Night of the Demons,tt0093624
Night of the Living Dead,tt0063350
Nightcrawler,tt2872718
Nighthawks,tt0082817
Nightmare Alley,tt0039661
Ninotchka,tt0031725
Nixon,tt0113987
No Country for Old Men,tt0477348
No Direction Home: Bob Dylan,tt0367555
No Other Land,tt30953759
No Sudden Move,tt11525644
No Time to Die,tt2382320
No Way to Treat a Lady,tt0063356
Nobody's Fool,tt0110684
Nomadland,tt9770150
Non-Fiction,tt7250056
Nope,tt10954984
Norma Rae,tt0079638
North by Northwest,tt0053125
North Country,tt0395972
Notes on a Scandal,tt0465551
Notorious,tt0038787
Notting Hill,tt0125439
Now and Then,tt0114011
Now You See Me,tt1670345
"O Brother, Where Art Thou?",tt0190590
Obvious Child,tt2910274
Ocean’s Eleven,tt0240772
October Sky,tt0132477
Octopussy,tt0086034
Office Space,tt0151804
Okja,tt3967856
Old,tt10954652
Old Henry,tt12731980
Old Joy,tt0468526
Oldboy,tt0364569
Oliver!,tt0063385
Olympus Has Fallen,tt2302755
On Her Majesty's Secret Service,tt0064757
On the Rocks,tt9606374
On the Waterfront,tt0047296
Once,tt0907657
Once Upon a Time in America,tt0087843
Once Upon a Time in the West,tt13544442
Once Upon a Time… in Hollywood,tt7131622
One Christmas Eve,tt3725224
One Cut of the Dead,tt7914416
One from the Heart,tt0084445
One Hundred and One Dalmatians,tt0055254
One Night in Miami…,tt10612922
"One Sings, the Other Doesn't",tt0076855
One Wonderful Sunday,tt0039871
One-Eyed Jacks,tt0055257
Only Angels Have Wings,tt0031762
Onward,tt7146812
Open Range,tt0316356
Oppenheimer,tt15398776
Orion and the Dark,tt28066777
Orphan,tt1148204
Oscar,tt0102603
Othello,tt0045251
Ouija: Origin of Evil,tt4361050
Out of Sight,tt0120780
Out of Time,tt0313443
Outside In,tt7260048
Paddington,tt1109624
Paddington 2,tt4468740
Pain and Glory,tt8291806
Panic Room,tt0258000
Paper Moon,tt0070510
Paperhouse,tt0098061
Paradise Lost 2: Revelations,tt0239894
Parallel Mothers,tt12618926
Paranormal Activity,tt1179904
Paranormal Activity 3,tt1778304
ParaNorman,tt1623288
Parasite,tt6751668
Paris Blues,tt0055278
Paris is Burning,tt0100332
"Paris, Texas",tt0087884
Party Girl,tt0114095
Passages,tt16252698
Passenger 57,tt0105104
Passing,tt8893974
Past Lives,tt13238346
Pat Garrett and Billy the Kid,tt0070518
Paths of Glory,tt0050825
Pearl,tt18925334
Pecker,tt0126604
Peeping Tom,tt0054167
Peggy Sue Got Married,tt0091738
Pelle the Conqueror,tt0093713
Pennies From Heaven,tt0082894
Perceval le Gallois,tt0078073
Perfect Blue,tt0156887
Persepolis,tt0808417
Personal Best,tt0084489
Personal Shopper,tt4714782
Persuasion,tt26933001
Pet Sematary,tt0098084
Pet Sematary Two,tt0105128
Peter Pan,tt0046183
Petey Wheatstraw,tt0078078
Petite Maman,tt13204490
Phantasm,tt0079714
Phantom of the Paradise,tt0071994
Philadelphia,tt0107818
Phone Booth,tt0183649
Physical Evidence,tt0098093
Pieces of a Woman,tt11161474
Pig,tt11003218
Pinball Summer,tt0082902
Pineapple Express,tt0910936
Pink Flamingos,tt0069089
Pink Floyd – The Wall,tt0084503
Pinocchio,tt0032910
Piranha,tt0078087
Pirates of the Caribbean: The Curse of the Black Pearl,tt0325980
Pitch Black,tt0134847
Planet of the Apes (1968),tt0063442
Planet of the Apes (2001),tt0133152
Platoon,tt0091763
Pleasantville,tt0120789
Please Give,tt0878835
Pocahontas,tt0114148
Point Break,tt0102685
Pollyanna,tt0054195
Poltergeist,tt0084516
Polyester,tt0082926
Poor Things,tt14230458
Popstar: Never Stop Never Stopping,tt3960412
Port Authority,tt7587282
Portrait of a Lady on Fire,tt8613070
Possession,tt0082933
Postcards From the Edge,tt0100395
Praying with Anger,tt0105162
Predator,tt0093773
Predator 2,tt0100403
Predators,tt1424381
Presumed Innocent,tt0100404
Pretty in Pink,tt0091790
Prey,tt11866324
Pride & Prejudice,tt0414387
Primal Fear,tt0117381
Primary Colors,tt0119942
Prince of Darkness,tt0093777
Princess Mononoke,tt0119698
Priscilla,tt22041854
Prisioneros de la tierra,tt0176049
Professor Marston and the Wonder Women,tt6133130
Prometheus,tt1446714
Promising Young Woman,tt9620292
Psycho,tt0054215
Public Enemies,tt1152836
Pulp Fiction,tt0110912
Pulse,tt0286751
Pumping Iron,tt0076578
Punks,tt0160710
Purple Noon,tt0054189
Purple Rain,tt0087957
Pursuit,tt0069137
Quantum of Solace,tt0830515
Quatermass and the Pit,tt0062168
Querelle,tt0084565
Quick Change,tt0100449
Quigley Down Under,tt0102744
Quiz Show,tt0110932
"Quo vadis, Aida?",tt8633462
Rabid,tt0076590
Race with the Devil,tt0073600
Rachel Getting Married,tt1084950
Raging Bull,tt0081398
Raiders of the Lost Ark,tt0082971
Raising Arizona,tt0093822
Rambling Rose,tt0102753
Ran,tt0089881
Rare Exports: A Christmas Tale,tt1401143
Ratatouille,tt0382932
Raw,tt4954522
Razorback,tt0087981
Ready or Not,tt7798634
Ready Player One,tt1677720
Real Life,tt0079781
Real Steel,tt0433035
Reality Bites,tt0110950
Re-Animator,tt0089885
Rear Window,tt0047396
Rebecca,tt0032976
Rebel Without a Cause,tt0048545
REC,tt1038988
RED,tt1245526
Red Cliff,tt0425637
Red Dawn,tt0087985
Red Eye,tt0421239
Red River,tt0040724
Red Rooms,tt22207786
Reefer Madness: The Movie Musical,tt0404364
Regarding Henry,tt0102768
Repo Man,tt0087995
Rescue Dawn,tt0462504
Reservoir Dogs,tt0105236
Resident Evil: Extinction,tt0432021
Star Wars: Episode VI - Return of the Jedi,tt0086190
User reviews,tt19719836
Trivia,tt0049674
FAQ,tt0053220
IMDbPro,tt0056412
All topics,tt0048021
Star Wars: Episode VI - Return of the Jedi,tt0053221
Ripley's Game,tt0265651
Rise of the Planet of the Apes,tt1318514
Rising Sun,tt0107969
Rituals,tt0076630
River of Grass,tt0110998
Road to Perdition,tt0257044
Roadgames,tt0083000
Roar,tt0083001
Robin Hood,tt0070608
RoboCop,tt0093870
Robot Jox,tt0102800
Rock ’n’ Roll High School,tt0079813
Rock-a-Doodle,tt0102802
Rocketman,tt2066051
Rocky,tt0075148
Rocky Balboa,tt0479143
Rocky II,tt0079817
Rocky III,tt0084602
Rocky IV,tt0089927
Rocky V,tt0100507
Rogue One: A Star Wars Story,tt3748528
Rollerball,tt0073631
Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,tt9577852
Roman Holiday,tt0046250
Romance,tt0194314
Romeo + Juliet,tt0117509
Romeo and Juliet,tt0063518
Romy and Michele’s High School Reunion,tt0120032
Rope,tt0040746
Rosemary's Baby,tt0063522
Rounders,tt0128442
RRR,tt8178634
Rumble Fish,tt0086216
Runaway,tt0088024
Runaway Jury,tt0313542
Runaway Train,tt0089941
Rushmore,tt0128445
Rust and Bone,tt2053425
S.W.A.T.,tt6111130
Sabotage,tt0028212
IMDbPro,tt0035279
Sabrina,tt0047437
Salem's Lot,tt0079844
"Salò, or the 120 Days of Sodom",tt0073650
Sambizanga (Angola),tt0069214
Samson and Delilah,tt0041838
San Andreas,tt2126355
Sandy Wexler,tt5893332
Saving Private Ryan,tt0120815
Saw,tt0387564
Saw 3D,tt1477076
Saw II,tt0432348
Saw III,tt0489270
Saw IV,tt0890870
Saw V,tt1132626
Saw VI,tt1233227
Saw X,tt21807222
Scary Movie,tt0175142
Schindler's List,tt0108052
Schizopolis,tt0117561
School of Rock,tt0332379
Scorpio Rising,tt0058555
Scott Pilgrim vs. the World,tt0446029
Scream,tt11245972
Scream 3,tt0134084
Scrooge,tt0066344
A Christmas Carol,tt0044008
Scrooge (1970),tt0066344
Scrooged,tt0096061
Sea of Love,tt0098273
Searching for Bobby Fisher,tt0108065
Seconds,tt0060955
Secretary,tt0274812
Seed of Chucky,tt0387575
Selena,tt0120094
Sense and Sensibility,tt0114388
Sentimental Destinies,tt0216689
Serial Mom,tt0111127
Seven Psychopaths,tt1931533
Seven Samurai,tt0047478
"Sex, Lies, and Videotape",tt0098724
Sexy Beast,tt0203119
Shadow Kingdom: The Early Songs of Bob Dylan,tt15077244
Shadow of a Doubt,tt0036342
Shakespeare in Love,tt0138097
Shakespeare-Wallah,tt0059709
Shakma,tt0100589
Shall We Dance?,tt0117615
Shame,tt1723811
Shang-Chi and the Legend of the Ten Rings,tt9376612
Shaun of the Dead,tt0365748
She Creature,tt0274659
She-Hulk: Attorney at Law,tt10857160
Shin Godzilla,tt4262980
Shine a Light,tt0893382
Shirkers,tt7472352
Shirley,tt8430598
Shiva Baby,tt11317142
Shoot the Piano Player,tt0054389
Short Circuit,tt0091949
Short Cuts,tt0108122
Show Me Love,tt0150662
Showgirls,tt0114436
Shutter Island,tt1130884
Side Effects,tt2053463
Signs,tt0286106
Silence,tt0490215
Silent House,tt1767382
"Silent Night, Deadly Night 5: The Toymaker",tt0105410
Silkwood,tt0086312
Silver Streak,tt0075223
Sin City,tt0401792
Sing Sing,tt28479262
Sing Street,tt3544112
Singin' in the Rain,tt0045152
Sister Act,tt0105417
Six Degrees of Separation,tt0108149
Sky High,tt0405325
Skyfall,tt1074638
Slap Shot,tt0076723
Sleepaway Camp,tt0086320
Sleeping Beauty,tt1588398
Slither,tt0439815
Slow West,tt3205376
Small Change,tt0074152
Smart House,tt0192618
Smile,tt15474916
Smooth Talk,tt0090037
Snake Eyes,tt8404256
Snow White and the Seven Dwarfs,tt0029583
Snowpiercer,tt6156584
So I Married an Axe Murderer,tt0108174
Soapdish,tt0102951
Society,tt0098354
Society of the Snow,tt16277242
Solaris,tt0069293
Solo: A Star Wars Story,tt3778644
Some Came Running,tt0052218
Some Like It Hot,tt0053291
Something in the Air,tt0217960
Something Wild,tt0091983
Somewhere,tt1421051
Son of Frankenstein,tt0031951
Sonic the Hedgehog,tt3794354
Sorcerer,tt0076740
Sorority Row,tt1232783
Sorry to Bother You,tt5688932
Sound of Metal,tt5363618
"South Park: Bigger, Longer & Uncut",tt0158983
Southland Tales,tt0405336
Space Truckers,tt0120199
SpaceCamp,tt0091993
Speak,tt0378793
Spectre,tt2379713
Speed,tt0111257
Spellbound,tt0038109
Spencer,tt12536294
Sphere,tt0120184
Spider-Man,tt0145487
Spider-Man 2,tt0316654
Spider-Man: Homecoming,tt2250912
Spider-Man: Into the Spider-Verse,tt4633694
Spider-Man: No Way Home,tt10872600
Spies Like Us,tt0090056
Spiral,tt10342730
Splendor in the Grass,tt0055471
Split,tt4972582
Spring Breakers,tt2101441
Stage Beauty,tt0368658
Stage Fright,tt0042994
Stagecoach,tt0092003
Stand by Me,tt0092005
Star Trek,tt0796366
Star Trek Beyond,tt2660888
Star Trek II: The Wrath of Khan,tt0084726
Star Trek III: The Search for Spock,tt0088170
Star Trek Into Darkness,tt1408101
Star Trek IV: The Voyage Home,tt0092007
Star Trek V: The Final Frontier,tt0098382
Star Trek VI: The Undiscovered Country,tt0102975
Star Trek: First Contact,tt0117731
Star Trek: Generations,tt0111280
Star Trek: Insurrection,tt0120844
Star Trek: Nemesis,tt0253754
Star Trek: The Motion Picture,tt0079945
Star Wars: Episode IV - A New Hope,tt0076759
Star Wars Detours,tt2362866
Star Wars Episode I: The Phantom Menace,tt0120915
Star Wars Episode II: Attack of the Clones,tt0121765
Star Wars Episode III: Revenge of the Sith,tt0121766
Star Wars: Episode VII - The Force Awakens,tt2488496
Star Wars: Episode VIII - The Last Jedi,tt2527336
Star Wars: Episode IX - The Rise of Skywalker,tt2527338
Stardust,tt0486655
Starlet,tt2035630
Starman,tt0088172
Starship Troopers,tt0120201
Starstruck,tt10801368
State Fair,tt0038116
Stealing Beauty,tt0117737
Stella Dallas,tt0029608
Step Up 3D,tt1193631
Steve Jobs,tt2080374
Still Alice,tt3316960
Still Black: A Portrait of Black Transmen,tt1363482
Stolen Kisses,tt0062695
Stone,tt0072209
